Date,Day,Month,Quarter,Year,Open,High,Low,Close,Adj Close,Volume
30-10-2019,Wednesday,October,Q4,2019,284.339996,293.48999,283,291.450012,291.450012,9345600
29-10-2019,Tuesday,October,Q4,2019,281.869995,284.410004,277.549988,281.209991,281.209991,4356200
28-10-2019,Monday,October,Q4,2019,278.049988,285.75,277.350006,281.859985,281.859985,6248400
25-10-2019,Friday,October,Q4,2019,270.679993,277.769989,270.179993,276.820007,276.820007,4747800
24-10-2019,Thursday,October,Q4,2019,271.809998,274.019989,268.799988,271.5,271.5,4827400
23-10-2019,Wednesday,October,Q4,2019,268.059998,273.920013,266.630005,271.269989,271.269989,7133500
22-10-2019,Tuesday,October,Q4,2019,271.160004,275.410004,265.799988,266.690002,266.690002,11802400
21-10-2019,Monday,October,Q4,2019,272.890015,279.940002,269,278.049988,278.049988,12599200
18-10-2019,Friday,October,Q4,2019,289.359985,290.899994,273.359985,275.299988,275.299988,23429900
17-10-2019,Thursday,October,Q4,2019,304.48999,308.75,288.299988,293.350006,293.350006,38258900
16-10-2019,Wednesday,October,Q4,2019,283.119995,288.170013,280.73999,286.279999,286.279999,16175900
15-10-2019,Tuesday,October,Q4,2019,283.820007,285.869995,279.399994,284.25,284.25,7685600
14-10-2019,Monday,October,Q4,2019,283.929993,286.929993,282,285.529999,285.529999,5513200
11-10-2019,Friday,October,Q4,2019,284.799988,287.869995,282.339996,282.929993,282.929993,8786100
10-10-2019,Thursday,October,Q4,2019,265.970001,280.529999,265.029999,280.480011,280.480011,10809100
09-10-2019,Wednesday,October,Q4,2019,270.019989,271,264.570007,267.529999,267.529999,6794400
08-10-2019,Tuesday,October,Q4,2019,273.029999,275.529999,270.640015,270.720001,270.720001,6276400
07-10-2019,Monday,October,Q4,2019,271.98999,276.679993,271.279999,274.459991,274.459991,6525600
04-10-2019,Friday,October,Q4,2019,268.200012,275.480011,266.470001,272.790009,272.790009,9890400
03-10-2019,Thursday,October,Q4,2019,267.779999,268.839996,257.01001,268.149994,268.149994,8951000
02-10-2019,Wednesday,October,Q4,2019,263.609985,269.350006,262.190002,268.029999,268.029999,7659100
01-10-2019,Tuesday,October,Q4,2019,267.350006,272.200012,264.029999,269.579987,269.579987,8650300
30-09-2019,Monday,September,Q3,2019,264,268.880005,262.779999,267.619995,267.619995,6727200
27-09-2019,Friday,September,Q3,2019,266.179993,267.440002,260.390015,263.079987,263.079987,7328300
26-09-2019,Thursday,September,Q3,2019,266.420013,268.049988,260.200012,263.309998,263.309998,7684000
25-09-2019,Wednesday,September,Q3,2019,255.710007,266.600006,253.699997,264.75,264.75,11643800
24-09-2019,Tuesday,September,Q3,2019,262.5,265,252.279999,254.589996,254.589996,16338200
23-09-2019,Monday,September,Q3,2019,268.350006,273.390015,261.890015,265.920013,265.920013,13478600
20-09-2019,Friday,September,Q3,2019,280.26001,282.5,266,270.75,270.75,23832800
19-09-2019,Thursday,September,Q3,2019,291.559998,293.809998,283.399994,286.600006,286.600006,8461300
18-09-2019,Wednesday,September,Q3,2019,294.98999,296.049988,287.450012,291.559998,291.559998,7811100
17-09-2019,Tuesday,September,Q3,2019,294.5,299.149994,291.790009,298.600006,298.600006,4777100
16-09-2019,Monday,September,Q3,2019,294.230011,297.429993,289.779999,294.290009,294.290009,5307400
13-09-2019,Friday,September,Q3,2019,290.609985,296.619995,290.040009,294.149994,294.149994,6583100
12-09-2019,Thursday,September,Q3,2019,288.100006,292.730011,286.600006,288.859985,288.859985,5010900
11-09-2019,Wednesday,September,Q3,2019,285.700012,292.649994,284.609985,288.269989,288.269989,7405900
10-09-2019,Tuesday,September,Q3,2019,291.160004,297.170013,282.660004,287.98999,287.98999,12320200
09-09-2019,Monday,September,Q3,2019,294.809998,301.549988,290.600006,294.339996,294.339996,8232700
06-09-2019,Friday,September,Q3,2019,293.350006,293.350006,287.029999,290.170013,290.170013,5166600
05-09-2019,Thursday,September,Q3,2019,285.320007,293.970001,282.790009,293.25,293.25,8966800
04-09-2019,Wednesday,September,Q3,2019,291.25,292.380005,286.51001,291.519989,291.519989,4652500
03-09-2019,Tuesday,September,Q3,2019,290.820007,293.899994,288.059998,289.290009,289.290009,3682800
30-08-2019,Friday,August,Q3,2019,298.779999,298.940002,290.850006,293.75,293.75,4446400
29-08-2019,Thursday,August,Q3,2019,295,299.929993,294.98999,296.779999,296.779999,4388500
28-08-2019,Wednesday,August,Q3,2019,289.470001,292.820007,287.75,291.769989,291.769989,3955700
27-08-2019,Tuesday,August,Q3,2019,294.540009,296.769989,287.200012,291.029999,291.029999,6309400
26-08-2019,Monday,August,Q3,2019,295.23999,296.950012,292.5,294.980011,294.980011,4695700
23-08-2019,Friday,August,Q3,2019,295,299.01001,290.320007,291.440002,291.440002,6324900
22-08-2019,Thursday,August,Q3,2019,298.649994,300.329987,293.149994,296.929993,296.929993,4974200
21-08-2019,Wednesday,August,Q3,2019,301.609985,302.880005,296.200012,297.809998,297.809998,5685400
20-08-2019,Tuesday,August,Q3,2019,304.570007,305,297.679993,298.98999,298.98999,7349900
19-08-2019,Monday,August,Q3,2019,306.25,311.75,304.75,309.380005,309.380005,4942200
16-08-2019,Friday,August,Q3,2019,298.859985,303.549988,296.269989,302.799988,302.799988,6905800
15-08-2019,Thursday,August,Q3,2019,299.5,300.630005,288,295.76001,295.76001,9629200
14-08-2019,Wednesday,August,Q3,2019,308.01001,308.410004,298.01001,299.109985,299.109985,7355800
13-08-2019,Tuesday,August,Q3,2019,309.769989,316.429993,308.160004,312.279999,312.279999,5289400
12-08-2019,Monday,August,Q3,2019,305.459991,312.890015,303.23999,310.829987,310.829987,6531700
09-08-2019,Friday,August,Q3,2019,313.73999,316.640015,305.679993,308.929993,308.929993,5349100
08-08-2019,Thursday,August,Q3,2019,311.029999,316.359985,306.630005,315.899994,315.899994,5905900
07-08-2019,Wednesday,August,Q3,2019,302.559998,305,296.809998,304.290009,304.290009,9322400
06-08-2019,Tuesday,August,Q3,2019,310.579987,311.880005,305.299988,310.100006,310.100006,6179100
05-08-2019,Monday,August,Q3,2019,310.959991,313.420013,304.679993,307.630005,307.630005,8692500
02-08-2019,Friday,August,Q3,2019,317.48999,319.410004,311.799988,318.829987,318.829987,6280300
01-08-2019,Thursday,August,Q3,2019,324.25,328.579987,318.73999,319.5,319.5,6563200
31-07-2019,Wednesday,July,Q3,2019,325.160004,331.769989,318.529999,322.98999,322.98999,6259500
30-07-2019,Tuesday,July,Q3,2019,329.200012,329.649994,323.230011,325.929993,325.929993,6029300
29-07-2019,Monday,July,Q3,2019,335.980011,336.399994,328.769989,332.700012,332.700012,5782800
26-07-2019,Friday,July,Q3,2019,328.790009,336,327.5,335.779999,335.779999,10847500
25-07-2019,Thursday,July,Q3,2019,318.859985,327.690002,316.299988,326.459991,326.459991,10798500
24-07-2019,Wednesday,July,Q3,2019,310.51001,319.98999,307.25,317.940002,317.940002,11961800
23-07-2019,Tuesday,July,Q3,2019,311.440002,313.5,306,307.299988,307.299988,9171100
22-07-2019,Monday,July,Q3,2019,312,314.540009,305.809998,310.619995,310.619995,17718000
19-07-2019,Friday,July,Q3,2019,323.399994,325.850006,314.230011,315.100006,315.100006,16302500
18-07-2019,Thursday,July,Q3,2019,323.76001,329.850006,320.299988,325.209991,325.209991,31287100
17-07-2019,Wednesday,July,Q3,2019,366.25,366.5,361.75,362.440002,362.440002,13639500
16-07-2019,Tuesday,July,Q3,2019,370.089996,371.339996,364.920013,365.98999,365.98999,5863200
15-07-2019,Monday,July,Q3,2019,372.940002,373.679993,362.299988,366.600006,366.600006,7944700
12-07-2019,Friday,July,Q3,2019,378.679993,379.73999,372.790009,373.25,373.25,6636900
11-07-2019,Thursday,July,Q3,2019,381.100006,384.540009,378.799988,379.5,379.5,4336300
10-07-2019,Wednesday,July,Q3,2019,382.769989,384.339996,362.679993,381,381,5878800
09-07-2019,Tuesday,July,Q3,2019,379.059998,384.76001,377.5,379.929993,379.929993,6932800
08-07-2019,Monday,July,Q3,2019,378.190002,378.25,375.359985,376.160004,376.160004,3113400
05-07-2019,Friday,July,Q3,2019,378.290009,381.399994,375.559998,380.549988,380.549988,3732200
03-07-2019,Wednesday,July,Q3,2019,376.690002,381.98999,375.839996,381.720001,381.720001,3799000
02-07-2019,Tuesday,July,Q3,2019,374.890015,376,370.309998,375.429993,375.429993,3625000
01-07-2019,Monday,July,Q3,2019,373.5,376.660004,372,374.600006,374.600006,4992600
28-06-2019,Friday,June,Q2,2019,370.26001,371.540009,364.869995,367.320007,367.320007,4592700
27-06-2019,Thursday,June,Q2,2019,363.200012,370.850006,363.200012,370.019989,370.019989,4138600
26-06-2019,Wednesday,June,Q2,2019,361.600006,366.790009,361.600006,362.200012,362.200012,3669700
25-06-2019,Tuesday,June,Q2,2019,370.75,371,358.290009,360.299988,360.299988,5750400
24-06-2019,Monday,June,Q2,2019,370.269989,375,370.200012,371.040009,371.040009,4830200
21-06-2019,Friday,June,Q2,2019,365,371.450012,365,369.209991,369.209991,7448400
20-06-2019,Thursday,June,Q2,2019,365.910004,370.119995,361.220001,365.209991,365.209991,5899500
19-06-2019,Wednesday,June,Q2,2019,361.720001,364.73999,356.119995,363.519989,363.519989,5667200
18-06-2019,Tuesday,June,Q2,2019,355.570007,361.5,353.75,357.119995,357.119995,5428500
17-06-2019,Monday,June,Q2,2019,342.690002,351.769989,342.059998,350.619995,350.619995,5358200
14-06-2019,Friday,June,Q2,2019,341.630005,343.399994,336.160004,339.730011,339.730011,5019000
13-06-2019,Thursday,June,Q2,2019,347.230011,348.5,339.25,343.429993,343.429993,6209300
12-06-2019,Wednesday,June,Q2,2019,351.820007,353.609985,343.230011,345.559998,345.559998,4584700
11-06-2019,Tuesday,June,Q2,2019,355,357.579987,348.5,351.269989,351.269989,5396700
10-06-2019,Monday,June,Q2,2019,363.649994,367.100006,349.290009,352.01001,352.01001,7810300
07-06-2019,Friday,June,Q2,2019,357.390015,365.149994,355.690002,360.869995,360.869995,4777300
06-06-2019,Thursday,June,Q2,2019,354.839996,358.209991,352.089996,357.130005,357.130005,3710000
05-06-2019,Wednesday,June,Q2,2019,354.380005,357.880005,348.709991,355.730011,355.730011,5020100
04-06-2019,Tuesday,June,Q2,2019,345,353.609985,343.25,353.399994,353.399994,7891600
03-06-2019,Monday,June,Q2,2019,343.559998,347.660004,332.649994,336.630005,336.630005,7849600
31-05-2019,Friday,May,Q2,2019,347.220001,349.339996,342.920013,343.279999,343.279999,5023400
30-05-2019,Thursday,May,Q2,2019,350.549988,354.209991,348.299988,351.850006,351.850006,4008000
29-05-2019,Wednesday,May,Q2,2019,353.600006,353.850006,345.899994,349.190002,349.190002,5658900
28-05-2019,Tuesday,May,Q2,2019,354.390015,361.200012,353.649994,355.059998,355.059998,4717100
24-05-2019,Friday,May,Q2,2019,355.410004,359.440002,353.790009,354.390015,354.390015,3831000
23-05-2019,Thursday,May,Q2,2019,355.5,357.420013,347.700012,352.209991,352.209991,5630400
22-05-2019,Wednesday,May,Q2,2019,358.01001,370.459991,357.299988,359.730011,359.730011,6229400
21-05-2019,Tuesday,May,Q2,2019,350.950012,356.429993,349.929993,354.269989,354.269989,4026400
20-05-2019,Monday,May,Q2,2019,351.230011,352.420013,345.399994,348.109985,348.109985,4621500
17-05-2019,Friday,May,Q2,2019,356.390015,359.619995,353.790009,354.450012,354.450012,4725400
16-05-2019,Thursday,May,Q2,2019,356.369995,364,353.940002,359.309998,359.309998,6441500
15-05-2019,Wednesday,May,Q2,2019,343.339996,356.5,341.390015,354.98999,354.98999,6340100
14-05-2019,Tuesday,May,Q2,2019,348.709991,349.950012,342.5,345.609985,345.609985,5353000
13-05-2019,Monday,May,Q2,2019,352.290009,354.26001,343.100006,345.26001,345.26001,8026700
10-05-2019,Friday,May,Q2,2019,361.619995,365.26001,353.059998,361.040009,361.040009,5657100
09-05-2019,Thursday,May,Q2,2019,360.899994,364.200012,352.75,362.75,362.75,5882600
08-05-2019,Wednesday,May,Q2,2019,367.920013,369,361.359985,364.369995,364.369995,6572000
07-05-2019,Tuesday,May,Q2,2019,377,379.910004,365.809998,370.459991,370.459991,6974900
06-05-2019,Monday,May,Q2,2019,377.690002,381.350006,376,378.670013,378.670013,5793100
